Actor/Actress	Movie	Year
BORGHESE, PAUL	CLEO/LEO	1989
BORGHESE, PAUL	CLASS OF NUKE 'EM HIGH PART II: SUBHUMANOID MELTDOWN	1991
BORGNINE, ERNEST	AMERICAN MASTERS	1985
BORGNINE, ERNEST	LOS DESESPERADOS	1969
BORGNINE, ERNEST	LASER MISSION	1989
BORKAN, GENE	THE LAST BOY SCOUT	1991
BOSCO, PHILIP (I)	AMERICAN PLAYHOUSE	1981
BOSCO, PHILIP (I)	TRUE COLORS	1991
BOSTWICK, BARRY	AMERICAN PLAYHOUSE	1981
BOSWALL, JOHN	SCREENPLAY	1986
BOSWORTH, BRIAN (I)	STONE COLD	1991
BOTTOMS, SAM (I)	APOCALYPSE NOW	1979
BOTTOMS, SAM (I)	THE LAST PICTURE SHOW	1971
BOTTOMS, SAM (I)	DOLLY DEAREST	1991
BOTTOMS, SAM (I)	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
BOTTOMS, TIMOTHY	THE LAST PICTURE SHOW	1971
BOURLAND, KEVIN (I)	THE LAST BOY SCOUT	1991
BOURLAND, KEVIN (I)	CATCHFIRE	1990
BOWE, DAVID	FOR THE BOYS	1991
BOWEN, MICHAEL (I)	THE TAKING OF BEVERLY HILLS	1991
BOWEN, MICHAEL (I)	THE GODFATHER: PART III	1990
BOWER, TOM (I)	THE WALTONS	1971
BOWER, TOM (I)	AMERICAN PLAYHOUSE	1981
BOWIE, DAVID (III)	AMERICAN MASTERS	1985
BOYCE, TODD (I)	SCREENPLAY	1986
BOYD, GUY	DRUG WARS: THE CAMARENA STORY	1990
BOYD, GUY	THE DARK SIDE OF THE SUN	1988
BOYLAN, JOHN (II)	CLEARCUT	1991
BOYLE, LARA FLYNN	MOBSTERS	1991
BOYLE, LARA FLYNN	EYE OF THE STORM	1991
BOYLE, LARA FLYNN	WHERE THE DAY TAKES YOU	1991
BOYLE, LARA FLYNN	THE DARK BACKWARD	1991
BOYLE, PETER (I)	AMERICAN MASTERS	1985
BRACCO, LORRAINE	SWITCH	1991
BRADFORD, RICHARD (I)	THE WALTONS	1971
BRADFORD, RICHARD (I)	FAVORITE SON	1988
BRADFORD, RICHARD (I)	COLD HEAVEN	1991
BRADFORD, RICHARD (I)	LOOKIN' TO GET OUT	1982
BRADLEY, DAVID (IV)	SCREENPLAY	1986
BRADY, DON	ZANDALEE	1991
BRADY, MOYA	SCREENPLAY	1986
BRADY, MOYA	LIFE IS SWEET	1990
BRANAGH, KENNETH	AMERICAN PLAYHOUSE	1981
BRANAGH, KENNETH	DEAD AGAIN	1991
BRANAGH, KENNETH	HENRY V	1989
BRANAMAN, RUSTAM	THE RAPTURE	1991
BRANDENBURG, LARRY	VICTIMLESS CRIMES	1990
BRANDO, MARLON	A STREETCAR NAMED DESIRE	1951
BRANDO, MARLON	APOCALYPSE NOW	1979
BRANDO, MARLON	QUEIMADA	1969
BRANDO, MARLON	SUPERMAN	1978
BRANDO, MARLON	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
BRANDO, MARLON	AMERICAN MASTERS	1985
BRANDON, MARK (I)	SKI SCHOOL	1990
BRANTLEY, BETSY	AMERICAN PLAYHOUSE	1981
BRANTLEY, BETSY	HAVANA	1990
BRATT, BENJAMIN (I)	ONE GOOD COP	1991
BRAUGHER, ANDRE	SOMEBODY HAS TO SHOOT THE PICTURE	1990
BRAUGHER, ANDRE	AMERICAN MASTERS	1985
BRAVERMAN, MARVIN	PRETTY WOMAN	1990
BRAVERMAN, MARVIN	FRANKIE AND JOHNNY	1991
BRAZEAU, JAY	SHOWDOWN AT WILLIAMS CREEK	1991
BRENNAN, EILEEN (I)	AMERICAN PLAYHOUSE	1981
BRENNAN, EILEEN (I)	THE LAST PICTURE SHOW	1971
BRENNAN, WAYNE	NEON CITY	1991
BRENNER, EVE	STRAYS	1991
BRIDGES, BEAU (I)	GAILY, GAILY	1969
BRIDGES, BEAU (I)	THE CHRISTIAN LICORICE STORE	1971
BRIDGES, BEAU (I)	MARRIED TO IT	1991
BRIDGES, BEAU (I)	WITHOUT WARNING: THE JAMES BRADY STORY	1991
BRIDGES, JEFF (I)	THE FISHER KING	1991
BRIDGES, JEFF (I)	THE LAST PICTURE SHOW	1971
BRIDGES, JEFF (I)	AMERICAN MASTERS	1985
BRIDGES, JEFF (I)	HALLS OF ANGER	1970
BRIDGES, TODD (I)	THE WALTONS	1971
BRIDGEWATER, STEPHEN	THE FISHER KING	1991
BRIERS, RICHARD	HENRY V	1989
BRIGHT, RICHARD (I)	ONCE UPON A TIME IN AMERICA	1984
BRIGHT, RICHARD (I)	THE GODFATHER: PART III	1990
BRIGHT, RICHARD (I)	PAT GARRETT & BILLY THE KID	1973
BRIMLEY, WILFORD	THE WALTONS	1971
BRIMLEY, WILFORD	LAWMAN	1971
BRITT, ROD	FAVORITE SON	1988
BROADBENT, JIM	ENCHANTED APRIL	1991
BROADBENT, JIM	BRAZIL	1985
BROADBENT, JIM	LIFE IS SWEET	1990
BRODERICK, BETH	THE BONFIRE OF THE VANITIES	1990
BRODERICK, MATTHEW (I)	AMERICAN MASTERS	1985
BROKAW, TOM (I)	AMERICAN MASTERS	1985
BROKAW, TOM (I)	DRUG WARS: THE CAMARENA STORY	1990
BROLIN, JAMES	DEEP DARK SECRETS	1987
BROLIN, JAMES	TED & VENUS	1991
BROLIN, JAMES	FANTASTIC VOYAGE	1966
BROLIN, JOSH	AMERICAN MASTERS	1985
BRON, ELEANOR	SCREENPLAY	1986
BRONSON, CHARLES (I)	C'ERA UNA VOLTA IL WEST	1968
BRONSON, CHARLES (I)	THE INDIAN RUNNER	1991
BRONSON, CHARLES (I)	LE PASSAGER DE LA PLUIE	1970
BROOKE, PAUL (I)	REVOLUTION	1985
BROOKE, PAUL (I)	STAR WARS: EPISODE VI - RETURN OF THE JEDI	1983
BROOKE, PAUL (I)	SCANDAL	1989
BROOKS SWOPE, TRACY	AMERICAN PLAYHOUSE	1981
BROOKS SWOPE, TRACY	TOY SOLDIERS	1991
BROOKS SWOPE, TRACY	TRUE IDENTITY	1991
BROOKS, JASON (I)	BLOODMATCH	1991
BROOKS, MEL (I)	AMERICAN MASTERS	1985
BROSNAN, PIERCE	AROUND THE WORLD IN 80 DAYS	1989
BROSNAN, PIERCE	MURDER 101	1991
BROWN, ANDRE ROSEY	NIGHT OF THE WARRIOR	1991
BROWN, ANDRE ROSEY	CARNAL CRIMES	1991
BROWN, BLAIR (I)	AMERICAN PLAYHOUSE	1981
BROWN, BOBBY (I)	STONE COLD	1991
BROWN, BRYAN (I)	SWEET TALKER	1991
BROWN, BRYAN (I)	BLOOD OATH	1990
BROWN, BRYAN (I)	AMERICAN MASTERS	1985
BROWN, CLANCY (I)	HIGHLANDER	1986
BROWN, HENRY (I)	UNCAGED	1991
BROWN, HENRY (I)	THE ART OF DYING	1991
BROWN, JAMES (I)	AMERICAN MASTERS	1985
BROWN, JOPHERY C.	STONE COLD	1991
BROWN, JULIE (I)	SHAKES THE CLOWN	1991
BROWN, JULIE (I)	TIMEBOMB	1991
BROWN, RALPH (I)	DIAMOND SKULLS	1989
BROWN, RALPH (I)	THE POPE MUST DIE	1991
BROWN, RALPH (I)	SCREENPLAY	1986
BROWN, RALPH (I)	SCANDAL	1989
BROWN, W. EARL	BACKDRAFT	1991
BROWNE, ROSCOE LEE	AMERICAN PLAYHOUSE	1981
BRUHANSKI, ALEX	THE HITMAN	1991
BRUHANSKI, ALEX	SHOWDOWN AT WILLIAMS CREEK	1991
BRYANT, KURT	MOTORAMA	1991
BRYNIARSKI, ANDREW	HUDSON HAWK	1991
BUCKLEY, ANDY (II)	A WOMAN NAMED JACKIE	1991
BUFFER, MICHAEL	HOMEBOY	1988
BUGGY, NIALL	THE POPE MUST DIE	1991
BUGGY, NIALL	CLOSE MY EYES	1991
BUGGY, NIALL	SCREENPLAY	1986
BULLOCK, GARY	PARIS TROUT	1991
BULLOCK, GARY	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
BULLOCK, SANDRA	WHO SHOT PATAKANGO?	1989
BUMILLER, WILLIAM	DO OR DIE	1991
BURD, TIM	LAST MAN STANDING	1987
BURKE, CARLEASE (I)	FREDDY'S DEAD: THE FINAL NIGHTMARE	1991
BURKE, KATHY	SCREENPLAY	1986
BURKE, ROBERT JOHN	RAMBLING ROSE	1991
BURKHOLDER, SCOTT	THE RAPTURE	1991
BURKLEY, DENNIS	THE DOORS	1991
BURKLEY, DENNIS	RUSH	1991
BURMESTER, LEO	THE ABYSS	1989
BURNS, MARTHA	THE LAST BEST YEAR	1990
BURROUGHS, JACKIE (I)	AMERICAN PLAYHOUSE	1981
BURROWS, CARL	BREAKFAST IN BED	1990
BURSTYN, ELLEN	THE LAST PICTURE SHOW	1971
BURSTYN, ELLEN	DYING YOUNG	1991
BURSTYN, ELLEN	THE EXORCIST	1973
BURSTYN, ELLEN	AMERICAN MASTERS	1985
BURTON, KATE (I)	AMERICAN PLAYHOUSE	1981
BURTON, KATE (I)	AMERICAN MASTERS	1985
BURTON, TONY (I)	HOUSE PARTY 2	1991
BUSCEMI, STEVE	BILLY BATHGATE	1991
BUSCEMI, STEVE	ZANDALEE	1991
BUSCEMI, STEVE	BARTON FINK	1991
BUSEY, GARY	POINT BREAK	1991
BUSEY, GARY	PREDATOR 2	1990
BUSEY, GARY	WILD IN THE STREETS	1968
BUSFIELD, TIMOTHY	STRIPES	1981
BUSFIELD, TIMOTHY	STRAYS	1991
BUSH, BARBARA (I)	AMERICAN MASTERS	1985
BUSH, GEORGE (I)	AMERICAN MASTERS	1985
BUSH, GRAND L.	CATCHFIRE	1990
BUSH, GRAND L.	BLIND VENGEANCE	1990
BUSH, GRAND L.	LICENCE TO KILL	1989
BUSH, GRAND L.	WEDLOCK	1991
BUSH, OWEN (I)	THE REIVERS	1969
BUSH, OWEN (I)	VALLEY OF THE DOLLS	1967
BUSH, OWEN (I)	ROUSTABOUT	1964
BUSH, OWEN (I)	BONNIE AND CLYDE	1967
BUSH, OWEN (I)	VANISHING POINT	1971
BUSH, TOMMY (I)	THE WALTONS	1971
BUTLER, PAUL (I)	HOMICIDE	1991
BUTLER, TOM (I)	SCANNERS II: THE NEW ORDER	1991
BUZA, GEORGE	DESCENDING ANGEL	1990
BYER, TROY	THE FIVE HEARTBEATS	1991
BYRNE, GABRIEL	DIAMOND SKULLS	1989
BYRNE, MICHAEL (I)	LORD MOUNTBATTEN: THE LAST VICEROY	1986
CAAN, JAMES (I)	FOR THE BOYS	1991
CAAN, JAMES (I)	THE DARK BACKWARD	1991
CAGE, NICOLAS	ZANDALEE	1991
CAIN, DEAN	WRITE TO KILL	1991
CALABRO, THOMAS	VENDETTA: SECRETS OF A MAFIA BRIDE	1991
CALDER, DAVID (I)	AMERICAN FRIENDS	1991
CALDER, DAVID (I)	SCREENPLAY	1986
CALDER, DAVID (I)	SUPERMAN	1978
CALFA, DON	BUGSY	1991
CALL, R.D.	OTHER PEOPLE'S MONEY	1991
CALLAN, K	THE WALTONS	1971
CALLAN, K	FLIGHT OF BLACK ANGEL	1991
CALLAN, K	FRANKIE AND JOHNNY	1991
CALLAN, K	THE UNBORN	1991
CALLOW, SIMON	AMADEUS	1984
CALLOW, SIMON	SCREENPLAY	1986
CAMACHO, ART	RING OF FIRE	1991
CAMACHO, MARK	SCANNERS II: THE NEW ORDER	1991
CAMERON, DEAN (I)	SKI SCHOOL	1990
CAMERON, WILLIAM (I)	GUILTY UNTIL PROVEN INNOCENT	1991
CAMERON, WILLIAM (I)	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
CAMP, COLLEEN (I)	APOCALYPSE NOW	1979
CAMPANELLA, FRANK (I)	SECONDS	1966
CAMPANELLA, FRANK (I)	FRANKIE AND JOHNNY	1991
CAMPANELLA, FRANK (I)	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
CAMPANELLA, FRANK (I)	PRETTY WOMAN	1990
CAMPBELL, J. KENNETH	THE ABYSS	1989
CAMPBELL, J. KENNETH	AMERICAN PLAYHOUSE	1981
CAMPBELL, J. KENNETH	FAVORITE SON	1988
CAMPBELL, J. KENNETH	MURDER 101	1991
CAMPBELL, J. KENNETH	DRUG WARS: THE CAMARENA STORY	1990
CAMPBELL, NICHOLAS (I)	NAKED LUNCH	1991
CAMPBELL, NICHOLAS (I)	THE BIG SLICE	1991
CAMPBELL, NICHOLAS (I)	RAMPAGE	1987
CAMPBELL-MARTIN, TISHA	LITTLE SHOP OF HORRORS	1986
CAMPBELL-MARTIN, TISHA	HOUSE PARTY 2	1991
CANDY, JOHN	STRIPES	1981
CANDY, JOHN	THE SILENT PARTNER	1978
CANDY, JOHN	JFK	1991
CANDY, JOHN	LITTLE SHOP OF HORRORS	1986
CANEPARI, BERNARD	CITY OF HOPE	1991
CANEPARI, BERNARD	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
CANFIELD, GENE	HANGIN' WITH THE HOMEBOYS	1991
CANNON, DYAN	AMERICAN MASTERS	1985
CANNON, WANDA (I)	AMERICAN PLAYHOUSE	1981
CANSINO, RICHARD	DO OR DIE	1991
CAPERS, VIRGINIA	THE WALTONS	1971
CAPERS, VIRGINIA	BIG JAKE	1971
CAPERS, VIRGINIA	THE GREAT WHITE HOPE	1970
CAPODICE, JOHN	THE HARD WAY	1991
CAPODICE, JOHN	THE DOORS	1991
CAPSHAW, KATE	AMERICAN MASTERS	1985
CARAVAN, KENNETH W	REVOLUTION	1985
CARAVAN, KENNETH W	HENRY V	1989
CARAVAN, KENNETH W	AMERICAN FRIENDS	1991
CARDINAL, TANTOO	BLACK ROBE	1991
CARDINAL, TANTOO	GUNSMOKE: RETURN TO DODGE	1987
CAREY JR., HARRY	ONE MORE TIME	1970
CAREY JR., HARRY	SOMETHING BIG	1971
CAREY JR., HARRY	AMERICAN MASTERS	1985
CAREY JR., HARRY	BANDOLERO!	1968
CAREY JR., HARRY	DIRTY DINGUS MAGEE	1970
CAREY JR., HARRY	BIG JAKE	1971
CARHART, TIMOTHY	THELMA & LOUISE	1991
CARIDI, CARMINE	HAVANA	1990
CARIDI, CARMINE	BUGSY	1991
CARIDI, CARMINE	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
CARIDI, CARMINE	THE GODFATHER: PART III	1990
CARLIN, GEORGE	THE PRINCE OF TIDES	1991
CARLIN, GEORGE	AMERICAN MASTERS	1985
CARLO, ISMAEL 'EAST'	WEDLOCK	1991
CARLSON, LESLIE	AMERICAN PLAYHOUSE	1981
CARLSON, LESLIE	K2	1991
CARLSON, LILLIAN (I)	K2	1991
CARLYLE, ROBERT (I)	SCREENPLAY	1986
CARMEN, JULIE	COLD HEAVEN	1991
CARNEL, CHRIS (I)	LUNG HANG TIN HAA	1989
CARNEY, LIAM	THE COMMITMENTS	1991
CARPENTER, WILLIE C.	GRAND CANYON	1991
CARPIO, ANTHONY	GING CHAAT GOO SI 2	1988
CARPIO, ANTHONY	JI JI	1989
CARPIO, ANTHONY	WONG FEI HUNG	1991
CARPIO, ANTHONY	'A' GAI WAK 2	1987
CARRADINE, DAVID	PROJECT ELIMINATOR	1991
CARRADINE, DAVID	FIELD OF FIRE	1991
CARRADINE, DAVID	DUNE WARRIORS	1991
CARRADINE, KEITH	AMERICAN MASTERS	1985
CARRADINE, KEITH	THE BALLAD OF THE SAD CAFE	1991
CARRADINE, ROBERT	THE BIG RED ONE	1980
CARRADINE, ROBERT	SOMEBODY HAS TO SHOOT THE PICTURE	1990
CARRASCO, CARLOS (I)	THE FISHER KING	1991
CARRERE, TIA	INTIMATE STRANGER	1991
CARRERE, TIA	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
CARRERE, TIA	SHOWDOWN IN LITTLE TOKYO	1991
CARREY, JIM	HIGH STRUNG	1991
CARREY, JIM	INTRODUCING... JANET	1983
CARRILLO, ELPIDIA	PREDATOR 2	1990
CARRINGTON, DEBBIE LEE	THE BONFIRE OF THE VANITIES	1990
CARRINGTON, DEBBIE LEE	STAR WARS: EPISODE VI - RETURN OF THE JEDI	1983
CARROLL, CHRISTOPHER (I)	THE WALTONS	1971
CARROLL, CHRISTOPHER (I)	AKIRA	1988
CARSON, JOHNNY (I)	AMERICAN MASTERS	1985
CARSON, PRICE	JFK	1991
CARSON, RACHELLE	EATING	1990
CARSON, TERRENCE 'T.C.'	LIVIN' LARGE!	1991
CARTER, JACK (II)	SEXPOT	1990
CARTER, MITCH (I)	THE WALTONS	1971
CARTER, MITCH (I)	KAZE NO TANI NO NAUSHIKA	1984
CARTER, T.K.	A RAGE IN HARLEM	1991
CARTER, T.K.	THE WALTONS	1971
CARTWRIGHT, VERONICA	PRIME SUSPECT	1982
CARTWRIGHT, VERONICA	ALIEN	1979
CARUSO, DAVID (I)	RAINBOW DRIVE	1990
CARUSO, DAVID (I)	HUDSON HAWK	1991
CARUSO, PHILLIP V.	POPCORN	1991
CARVALHO, BETTY (I)	RICOCHET	1991
CASADOS, ELOY	PIECES OF DREAMS	1970
CASADOS, ELOY	A CLIMATE FOR KILLING	1991
CASADOS, ELOY	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
CASSAVETES, NICK	HUSBANDS	1970
CASSAVETES, NICK	DELTA FORCE 3: THE KILLING GAME	1991
CASSEL, SEYMOUR	DIARY OF A HITMAN	1991
CASSEL, SEYMOUR	MOBSTERS	1991
CASSEL, SEYMOUR	THE REVOLUTIONARY	1970
CASSEL, SEYMOUR	COLD HEAVEN	1991
CASSIDY, JOANNA (I)	BLADE RUNNER	1982
CASSIDY, JOANNA (I)	LONELY HEARTS	1991
CASSIDY, JOANNA (I)	ALL-AMERICAN MURDER	1991
CASTILLO, ENRIQUE (I)	THE WALTONS	1971
CASTILLO, ENRIQUE (I)	AMERICAN PLAYHOUSE	1981
CASTILLO, ENRIQUE (I)	INTIMATE STRANGER	1991
CASTRO, FIDEL (I)	JFK	1991
CATLETT, LOYD	THE LAST PICTURE SHOW	1971
CATLETT, MARY JO	THE WALTONS	1971
CATLETT, MARY JO	BANANAS	1971
CATTRALL, KIM	AMERICAN MASTERS	1985
CATTRALL, KIM	HONEYMOON ACADEMY	1989
CATTRALL, KIM	THE BONFIRE OF THE VANITIES	1990
CAVALIER, JASON	SCANNERS III: THE TAKEOVER	1991
CAVALIER, JASON	SCANNERS II: THE NEW ORDER	1991
CAVALIERI, MICHAEL	BOOK OF LOVE	1990
CAVALLI, VALERIA (I)	STANNO TUTTI BENE	1990
CAVESTANI, FRANK	SHATTERED	1991
CAVESTANI, FRANK	WILD ORCHID II: TWO SHADES OF BLUE	1991
CAVETT, DICK	YEAR OF THE GUN	1991
CAVETT, DICK	AMERICAN MASTERS	1985
CAVIEZEL, JIM	MY OWN PRIVATE IDAHO	1991
CENATIEMPO, JOHN	THE LAST BOY SCOUT	1991
CERULLO, AL (I)	OTHER PEOPLE'S MONEY	1991
CERVANTES, GARY CARLOS	HOWLING VI: THE FREAKS	1991
CERVANTES, GARY CARLOS	GRAND CANYON	1991
CHABAT, ALAIN	BABY BLOOD	1990
CHAET, MARK (I)	PROJECT ELIMINATOR	1991
CHALFANT, KATHLEEN (I)	AMERICAN PLAYHOUSE	1981
CHAMBERS, STEVEN (I)	THE WARRIORS	1979
CHAN, DENNIS (I)	LONG DE XIN	1985
CHAN, DENNIS (I)	GING CHAAT GOO SI 2	1988
CHAN, DENNIS (I)	WONG GA JIN SI	1986
CHAN, JACKIE (I)	ENTER THE DRAGON	1973
CHAN, JACKIE (I)	LONG DE XIN	1985
CHAN, JACKIE (I)	'A' GAI WAK	1983
CHAN, JACKIE (I)	JUI KUEN	1978
CHAN, JACKIE (I)	QI MOU MIAO JI: WU FU XING	1983
CHAN, JACKIE (I)	FEI YING GAI WAK	1991
CHAN, JACKIE (I)	HUO SHAO DAO	1990
CHAN, JACKIE (I)	FUK SING GO JIU	1985
CHAN, JACKIE (I)	GING CHAT GOO SI	1985
CHAN, JACKIE (I)	JI JI	1989
CHAN, JACKIE (I)	'A' GAI WAK 2	1987
CHAN, JACKIE (I)	AMERICAN MASTERS	1985
CHAN, JACKIE (I)	SHI DI CHU MA	1980
CHAN, JACKIE (I)	GING CHAAT GOO SI 2	1988
CHAN, JACKIE (I)	SHAO LIN MEN	1976
CHAN, JACKIE (I)	QUAN JING	1978
CHAN, JACKIE (I)	LONG XIAO YE	1982
CHAN, LUNG	ENTER THE DRAGON	1973
CHAN, LUNG	GUI DA GUI	1980
CHAN, LUNG	LONG DE XIN	1985
CHAN, LUNG	QI MOU MIAO JI: WU FU XING	1983
CHAN, LUNG	BAI GA JAI	1981
CHAN, LUNG	DUNG FONG TUK YING	1987
CHAN, LUNG	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
CHAN, LUNG	SAN DE HUO SHANG YU CHONG MI LIU	1977
CHAN, LUNG	FOO GWAI LIT CHE	1986
CHAN, LUNG	ZA JIA XIAO ZI	1979
CHAN, TAT-KWONG	GING CHAAT GOO SI 2	1988
CHAN, TAT-KWONG	JI JI	1989
CHAN, TAT-KWONG	SHENG ZHAN FENG YUN	1990
CHAN, TAT-KWONG	'A' GAI WAK 2	1987
CHANDLER, JARED	POINT BREAK	1991
CHANDLER, JOHN DAVIS	MAJOR DUNDEE	1965
CHANDLER, JOHN DAVIS	PAT GARRETT & BILLY THE KID	1973
CHANDLER, JOHN DAVIS	BARQUERO	1970
CHANDLER, JOHN DAVIS	TRANCERS II	1991
CHANDLER, JOHN DAVIS	DOC HOOKER'S BUNCH	1976
CHANNING, STOCKARD	MARRIED TO IT	1991
CHANNING, STOCKARD	THE HOSPITAL	1971
CHANNING, STOCKARD	AMERICAN MASTERS	1985
CHANNING, STOCKARD	GREASE	1978
CHAO, ROSALIND	LAST FLIGHT OUT	1990
CHAO, ROSALIND	AMERICAN MASTERS	1985
CHAO, ROSALIND	DRUG WARS: THE CAMARENA STORY	1990
CHAPLIN, GERALDINE	DOCTOR ZHIVAGO	1965
CHAPLIN, GERALDINE	THE HAWAIIANS	1970
CHAPMAN, MICHAEL (I)	THE ABYSS	1989
CHASE, CHEVY	OH HEAVENLY DOG	1980
CHAUVIN, LILYAN	KING CREOLE	1958
CHAUVIN, LILYAN	PREDATOR 2	1990
CHAUVIN, LILYAN	TRUE IDENTITY	1991
CHAYKIN, MAURY	AMERICAN PLAYHOUSE	1981
CHAYKIN, MAURY	THE ADJUSTER	1991
CHEESEMAN, KEN	AMERICAN MASTERS	1985
CHEN, JOAN (I)	WEDLOCK	1991
CHEN, JOAN (I)	AMERICAN MASTERS	1985
CHER (I)	AMERICAN MASTERS	1985
CHESHIER, LYDELL M.	RICOCHET	1991
CHESHIER, LYDELL M.	THE DARK BACKWARD	1991
CHESTNUT, MORRIS	THE LAST BOY SCOUT	1991
CHESTNUT, MORRIS	BOYZ N THE HOOD	1991
CHEUNG, DAPHNE	TOMCAT ANGELS	1991
CHEUNG, DAPHNE	RICH GIRL	1991
CHEUNG, DAPHNE	A TIME TO DIE	1991
CHEUNG, GEORGE	THE HARD WAY	1991
CHEUNG, GEORGE	RICOCHET	1991
CHEUNG, GEORGE	LUNG HANG TIN HAA	1989
CHEUNG, GEORGE	ONE GOOD COP	1991
CHEUNG, MAGGIE	'A' GAI WAK 2	1987
CHEUNG, MAGGIE	GING CHAT GOO SI	1985
CHEUNG, MAGGIE	GING CHAAT GOO SI 2	1988
CHEUNG, WAH	SHI DI CHU MA	1980
CHEUNG, WAH	GING CHAAT GOO SI 2	1988
CHEUNG, WAH	GING CHAT GOO SI	1985
CHEUNG, WAH	SAN DE HUO SHANG YU CHONG MI LIU	1977
CHEUNG, WAH	JI JI	1989
CHEUNG, WAH	'A' GAI WAK	1983
CHEUNG, WAH	FUK SING GO JIU	1985
CHEUNG, WAH	'A' GAI WAK 2	1987
CHEUNG, WAH	QI MOU MIAO JI: WU FU XING	1983
CHEUNG, WAH	LONG XIAO YE	1982
CHIANESE, DOMINIC	OUT FOR JUSTICE	1991
CHILES, LOIS (I)	BIS ANS ENDE DER WELT	1991
CHILES, LOIS (I)	DIARY OF A HITMAN	1991
CHIN, KAR LOK	LONG DE XIN	1985
CHIN, KAR LOK	'A' GAI WAK	1983
CHIN, KAR LOK	DUNG FONG TUK YING	1987
CHIN, KAR LOK	FUK SING GO JIU	1985
CHIN, KAR LOK	FOO GWAI LIT CHE	1986
CHIN, TSAI	AMERICAN MASTERS	1985
CHIN, WELLSON	GUI DA GUI	1980
CHIN, WELLSON	BAI GA JAI	1981
CHIN, WELLSON	LIN SHI RONG	1979
CHIN, WELLSON	JI JI	1989
CHIN, WELLSON	FUK SING GO JIU	1985
CHIN, WELLSON	'A' GAI WAK 2	1987
CHIN, WELLSON	GEUNG SI SIN SANG	1985
CHIN, WELLSON	QI MOU MIAO JI: WU FU XING	1983
CHONG, TOMMY	AMERICAN MASTERS	1985
CHOUDHURY, SARITA	MISSISSIPPI MASALA	1991
CHOW, KAM KONG	SHI DI CHU MA	1980
CHOW, KAM KONG	GUI DA GUI	1980
CHOW, KAM KONG	LONG DE XIN	1985
CHOW, KAM KONG	LIN SHI RONG	1979
CHOW, KAM KONG	FOO GWAI LIT CHE	1986
CHOW, KAM KONG	MONG MING YUEN YEUNG	1988
CHOW, KAM KONG	FUK SING GO JIU	1985
CHOW, KAM KONG	QI MOU MIAO JI: WU FU XING	1983
CHOW, YUN-FAT	DANG DOI LAI MING	1984
CHOW, YUN-FAT	AMERICAN MASTERS	1985
CHOW, YUN-FAT	DIP HUET SEUNG HUNG	1989
CHOW, YUN-FAT	LUNG FU FONG WAN	1987
CHOW, YUN-FAT	XUN CHENG MA	1982
CHOWDHRY, RANJIT (I)	MISSISSIPPI MASALA	1991
CHRISTENSEN, ALISA	WHORE	1991
CHRISTIAN, CLAUDIA	TALE OF TWO SISTERS	1989
CHRISTIAN, CLAUDIA	STRAYS	1991
CHRISTIAN, CLAUDIA	THE DARK BACKWARD	1991
CHRISTIE, JULIE (I)	THE RETURN OF THE SOLDIER	1982
CHRISTIE, JULIE (I)	DOCTOR ZHIVAGO	1965
CHRISTOPHER, BOJESSE	POINT BREAK	1991
CHRISTOPHER, JULIAN	TIMEBOMB	1991
CHRISTOPHER, JUNE	EATING	1990
CHRISTY, GEORGE	RICOCHET	1991
CHRISTY, GEORGE	PREDATOR 2	1990
CHUIPKA, CHIP	SCANNERS III: THE TAKEOVER	1991
CHULA, BABS	CROOKED HEARTS	1991
CHUN, PAUL	THE SAND PEBBLES	1966
CHUN, PAUL	WONG GA JIN SI	1986
CHUN, PAUL	DANG DOI LAI MING	1984
CHUNG, FAT	ENTER THE DRAGON	1973
CHUNG, FAT	LONG DE XIN	1985
CHUNG, FAT	GUI DA GUI	1980
CHUNG, FAT	QI MOU MIAO JI: WU FU XING	1983
CHUNG, FAT	BAI GA JAI	1981
CHUNG, FAT	LIN SHI RONG	1979
CHUNG, FAT	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
CHUNG, FAT	SAN DE HUO SHANG YU CHONG MI LIU	1977
CHUNG, FAT	FOO GWAI LIT CHE	1986
CHUNG, FAT	ZA JIA XIAO ZI	1979
CHURCHILL, CANDUS	THE HITMAN	1991
CIARFALIO, CARL	SCISSORS	1991
CIARFALIO, CARL	FATAL CHARM	1990
CIARFALIO, CARL	EVE OF DESTRUCTION	1991
CIARFALIO, CARL	LICENCE TO KILL	1989
CIARFALIO, CARL	OUT FOR JUSTICE	1991
CIARFALIO, CARL	THE PERFECT WEAPON	1991
CICCHINI, ROBERT	THE GODFATHER: PART III	1990
CICCOLELLA, JUDE	CITY OF HOPE	1991
CIMINO, LEONARDO	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
CIMINO, LEONARDO	HUDSON HAWK	1991
